ticket_id,created_at,accepted_at,resolved_at,category,type,description,priority,assigned_to,initiator,approver,stage
ITHD_2000016,2025-11-01 18:46:07,2025-11-01 18:58:07,,Сервер и СХД,Консультация,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Средний,"Иванов Алексей Николаевич","Беляев Р.Т.","Семенова Н.Г.",Создание заявки
ITHD_2000047,2026-04-01 19:45:50,2026-04-01 20:18:50,2026-04-02 10:03:25,Программное обеспечение,Выдача и установка,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Средний,"Иванов Алексей Николаевич","Беляев Р.Т.","Семенова Н.Г.",Закрыт
ITHD_2000453,2025-11-05 17:24:32,2025-11-05 17:28:32,2025-11-05 23:38:50,Телефония,Инцидент,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Средний,"Михайлов Тимур Павлович","Смирнов И.И.","Федоров Е.М.",Закрыт
ITHD_2000371,2026-01-29 13:53:30,2026-01-29 14:02:30,2026-01-29 17:14:44,Телефония,Выдача и установка,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Средний,"Новикова Регина Вячеславовна","Жуков С.Н.","Семенова Н.Г.",Закрыт
ITHD_2000351,2025-11-28 18:10:06,2025-11-28 18:41:06,2025-11-29 00:55:13,Сервер и СХД,Консультация,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Низкий,"Морозов Дмитрий Олегович","Захарова Л.А.",,Закрыт
ITHD_2000082,2026-02-05 13:34:58,2026-02-05 13:38:58,2026-02-05 23:33:03,Сетевое оборудование,Настройка,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Низкий,"Петрова Светлана Константиновна","Орлова Д.Ю.",,Закрыт
ITHD_2000196,2025-12-24 17:30:59,2025-12-24 17:45:59,2025-12-24 22:48:56,Компьютеры и периферия,Выдача и установка,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Средний,"Сидоров Владимир Григорьевич","Орлова Д.Ю.",,Закрыт
ITHD_2000236,2025-11-19 09:11:29,2025-11-19 09:19:29,2025-11-19 15:13:41,Компьютеры и периферия,Выдача и установка,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Средний,"Козлова Елена Анатольевна","Жуков С.Н.",,Закрыт
ITHD_2000197,2026-02-13 18:01:37,2026-02-13 18:12:37,2026-02-14 00:26:29,Программное обеспечение,Настройка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Сидоров Владимир Григорьевич","Смирнов И.И.",,Закрыт
ITHD_2000401,2026-02-15 18:29:00,2026-02-15 18:57:00,2026-02-15 21:00:59,Телефония,Ремонт,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Низкий,"Новикова Регина Вячеславовна","Соколова О.П.",,Закрыт
ITHD_2000011,2026-04-20 15:47:03,2026-04-20 16:13:03,2026-04-21 06:09:43,Программное обеспечение,Настройка,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Средний,"Иванов Алексей Николаевич","Соколова О.П.",,Закрыт
ITHD_2000425,2025-10-14 11:00:12,2025-10-14 11:09:12,2025-10-14 14:53:26,Доступ и права,Инцидент,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Критичный,"Новикова Регина Вячеславовна","Волкова М.Д.","Романов А.И.",Закрыт
ITHD_2000429,2025-12-12 13:58:21,2025-12-12 14:34:21,2025-12-12 21:18:46,Сетевое оборудование,Настройка,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Новикова Регина Вячеславовна","Смирнов И.И.",,Закрыт
